transaction_id,user_id,mechanic_id,service_type,time_of_request,time_taken,cost,user_feedback
txn_1389,user_1854,mech_119,Engine Repair,2024-10-22 17:06:54,78,2119.15,3.0
txn_1390,user_2865,mech_56,Tire Replacement,2024-10-13 17:06:54,54,1654.1,4.2
txn_1391,user_441,mech_282,Transmission Repair,2024-06-03 17:06:54,87,2217.26,3.6
txn_1392,user_2772,mech_369,Brake Repair,2024-10-12 17:06:54,164,2192.52,4.9
txn_1393,user_2941,mech_465,Tire Replacement,2024-06-15 17:06:54,101,4220.46,3.6
txn_1394,user_367,mech_463,Wheel Alignment,2024-04-01 17:06:54,103,4836.73,3.7
txn_1395,user_1433,mech_236,Battery Change,2024-07-12 17:06:54,70,4878.94,3.7
txn_1396,user_1276,mech_457,AC Service,2024-12-14 17:06:54,53,4588.35,4.8
txn_1397,user_2922,mech_494,Transmission Repair,2024-03-24 17:06:54,108,1455.06,3.2
txn_1398,user_686,mech_241,Engine Repair,2024-09-29 17:06:54,154,3402.26,4.3
txn_1399,user_2141,mech_104,Battery Change,2024-05-04 17:06:54,50,4453.58,3.5
txn_1400,user_1990,mech_30,Tire Replacement,2024-04-15 17:06:54,135,4553.98,3.0
txn_1401,user_97,mech_384,Suspension Fix,2024-12-02 17:06:54,131,1877.45,3.3
txn_1402,user_1119,mech_407,Oil Change,2024-05-30 17:06:54,73,1271.27,3.4
txn_1403,user_2044,mech_198,Transmission Repair,2024-10-16 17:06:54,104,4905.53,5.0
txn_1404,user_1012,mech_179,Brake Repair,2025-03-14 17:06:54,71,2117.6,4.0
txn_1405,user_1147,mech_11,Wheel Alignment,2024-10-07 17:06:54,142,1120.91,3.5
txn_1406,user_2198,mech_314,Engine Repair,2024-07-23 17:06:54,153,3749.03,4.4
txn_1407,user_621,mech_424,Transmission Repair,2024-06-02 17:06:54,139,2863.49,4.4
txn_1408,user_2661,mech_250,Oil Change,2024-12-11 17:06:54,138,1759.42,4.8
txn_1409,user_818,mech_201,AC Service,2024-05-09 17:06:54,43,3226.13,4.1
txn_1410,user_670,mech_218,Battery Change,2024-09-02 17:06:54,94,565.83,3.5
txn_1411,user_1330,mech_383,Tire Replacement,2024-07-19 17:06:54,47,2344.44,4.6
txn_1412,user_55,mech_197,Brake Repair,2024-12-11 17:06:54,142,1549.23,5.0
txn_1413,user_1860,mech_430,Suspension Fix,2025-01-09 17:06:54,110,2461.57,3.6
txn_1414,user_2258,mech_99,General Service,2024-10-15 17:06:54,68,2141.71,4.3
txn_1415,user_792,mech_172,Wheel Alignment,2024-06-22 17:06:54,95,2228.11,3.7
txn_1416,user_2238,mech_28,General Service,2025-02-21 17:06:54,133,679.25,4.6
txn_1417,user_2369,mech_149,Battery Change,2024-06-28 17:06:54,115,3038.24,4.0
txn_1418,user_1807,mech_2,Suspension Fix,2025-03-17 17:06:54,165,1756.62,3.5
txn_1419,user_2072,mech_15,Oil Change,2024-07-29 17:06:54,36,621.33,3.7
txn_1420,user_325,mech_374,Engine Repair,2025-03-05 17:06:54,96,2981.87,4.7
txn_1421,user_1082,mech_353,Transmission Repair,2024-06-07 17:06:54,105,739.54,3.5
txn_1422,user_2106,mech_325,Wheel Alignment,2024-05-22 17:06:54,65,4602.81,4.4
txn_1423,user_950,mech_29,Tire Replacement,2024-12-17 17:06:54,158,602.35,5.0
txn_1424,user_531,mech_193,Brake Repair,2024-09-08 17:06:54,119,2557.16,3.0
txn_1425,user_2688,mech_171,Wheel Alignment,2024-08-05 17:06:54,108,1187.96,4.4
txn_1426,user_1012,mech_479,Tire Replacement,2024-06-18 17:06:54,56,3945.28,3.0
txn_1427,user_1329,mech_175,Transmission Repair,2025-02-09 17:06:54,147,1219.42,3.0
txn_1428,user_838,mech_385,Brake Repair,2024-09-05 17:06:54,169,569.23,4.3
txn_1429,user_2585,mech_273,Tire Replacement,2024-09-12 17:06:54,179,706.28,4.0
txn_1430,user_1980,mech_68,Brake Repair,2024-05-09 17:06:54,154,2222.45,3.9
txn_1431,user_2613,mech_79,Transmission Repair,2025-01-10 17:06:54,97,2686.61,3.3
txn_1432,user_2880,mech_141,Suspension Fix,2024-05-13 17:06:54,114,3429.33,4.9
txn_1433,user_2883,mech_39,Brake Repair,2024-12-31 17:06:54,63,2874.37,4.1
txn_1434,user_159,mech_386,Battery Change,2024-11-24 17:06:54,107,4320.82,3.5
txn_1435,user_2669,mech_213,Engine Repair,2025-02-26 17:06:54,149,2244.85,4.4
txn_1436,user_2253,mech_379,General Service,2024-12-25 17:06:54,150,2458.33,4.2
txn_1437,user_774,mech_103,Transmission Repair,2025-03-23 17:06:54,54,3858.14,4.6
txn_1438,user_152,mech_59,Oil Change,2024-12-24 17:06:54,180,1109.86,3.5
txn_1439,user_635,mech_254,Transmission Repair,2025-03-15 17:06:54,84,1284.64,4.5
txn_1440,user_390,mech_202,Transmission Repair,2024-10-05 17:06:54,129,4422.22,3.3
txn_1441,user_2123,mech_376,AC Service,2024-08-16 17:06:54,50,3880.4,4.3
txn_1442,user_1099,mech_401,Oil Change,2024-04-18 17:06:54,47,2600.53,4.9
txn_1443,user_2453,mech_445,Transmission Repair,2025-03-19 17:06:54,74,3857.96,3.2
txn_1444,user_2950,mech_30,Suspension Fix,2024-08-06 17:06:54,161,2566.64,4.1
txn_1445,user_2476,mech_400,Wheel Alignment,2024-12-09 17:06:54,137,1965.86,3.7
txn_1446,user_1550,mech_498,Battery Change,2024-07-07 17:06:54,155,4952.89,3.6
txn_1447,user_344,mech_367,Brake Repair,2024-12-04 17:06:54,101,2586.71,3.8
txn_1448,user_1814,mech_125,Suspension Fix,2024-07-15 17:06:54,32,2875.05,4.7
txn_1449,user_695,mech_121,Tire Replacement,2025-03-12 17:06:54,78,3230.04,4.4
txn_1450,user_2791,mech_312,Battery Change,2025-03-20 17:06:54,63,1611.61,3.3
txn_1451,user_1286,mech_24,Oil Change,2025-01-31 17:06:54,160,3629.7,4.8
txn_1452,user_1377,mech_207,Engine Repair,2024-12-18 17:06:54,156,4244.01,3.1
txn_1453,user_462,mech_91,Engine Repair,2025-01-31 17:06:54,72,4976.77,3.9
txn_1454,user_2364,mech_421,General Service,2024-04-19 17:06:54,78,2576.52,4.4
txn_1455,user_2270,mech_352,Battery Change,2025-03-22 17:06:54,159,2670.22,4.4
txn_1456,user_2989,mech_346,Brake Repair,2024-11-27 17:06:54,31,2489.59,4.1
txn_1457,user_941,mech_177,Tire Replacement,2025-03-15 17:06:54,124,2617.65,3.7
txn_1458,user_1891,mech_330,Suspension Fix,2025-02-04 17:06:54,91,1425.73,4.7
txn_1459,user_1909,mech_490,AC Service,2024-08-01 17:06:54,143,4122.68,3.6
txn_1460,user_568,mech_385,Brake Repair,2024-08-03 17:06:54,171,2596.37,3.7
txn_1461,user_835,mech_202,Tire Replacement,2024-10-06 17:06:54,81,1592.98,4.3
txn_1462,user_782,mech_490,Brake Repair,2024-05-14 17:06:54,34,3676.87,3.8
txn_1463,user_1017,mech_254,Transmission Repair,2025-01-28 17:06:54,160,3480.33,4.6
txn_1464,user_1906,mech_94,Battery Change,2024-07-03 17:06:54,108,2659.96,4.1
txn_1465,user_782,mech_271,Battery Change,2025-03-11 17:06:54,104,3813.75,5.0
txn_1466,user_2146,mech_442,AC Service,2024-09-14 17:06:54,37,3985.71,4.4
txn_1467,user_94,mech_261,Suspension Fix,2025-02-09 17:06:54,113,4989.72,3.5
txn_1468,user_2507,mech_440,Tire Replacement,2025-03-16 17:06:54,62,2761.6,3.9
txn_1469,user_101,mech_99,Tire Replacement,2024-05-22 17:06:54,70,1570.31,3.8
txn_1470,user_2037,mech_440,AC Service,2024-07-31 17:06:54,169,900.21,4.0
txn_1471,user_1231,mech_268,Oil Change,2024-06-07 17:06:54,110,564.69,3.4
txn_1472,user_1965,mech_302,Suspension Fix,2024-06-10 17:06:54,158,2344.34,4.9
txn_1473,user_1395,mech_490,Oil Change,2025-01-04 17:06:54,84,1098.33,4.0
txn_1474,user_2190,mech_226,Tire Replacement,2024-03-31 17:06:54,118,4642.02,4.6
txn_1475,user_2009,mech_432,Tire Replacement,2024-07-02 17:06:54,62,1501.78,4.0
txn_1476,user_2427,mech_419,Wheel Alignment,2024-04-25 17:06:54,95,1014.37,3.7
txn_1477,user_1617,mech_461,General Service,2024-06-13 17:06:54,112,556.8,3.4
txn_1478,user_2214,mech_253,Oil Change,2024-05-30 17:06:54,75,4180.74,3.2
txn_1479,user_1716,mech_297,Brake Repair,2024-04-23 17:06:54,93,1404.29,3.5
txn_1480,user_2867,mech_270,Wheel Alignment,2024-10-05 17:06:54,130,2177.18,3.3
txn_1481,user_744,mech_499,Tire Replacement,2024-09-29 17:06:54,101,2414.84,3.9
txn_1482,user_1616,mech_279,Suspension Fix,2024-10-02 17:06:54,123,2352.93,4.8
txn_1483,user_2289,mech_64,Engine Repair,2024-09-20 17:06:54,43,3619.96,3.0
txn_1484,user_2336,mech_318,General Service,2024-06-07 17:06:54,161,1039.2,3.3
txn_1485,user_1136,mech_237,Battery Change,2024-11-24 17:06:54,99,1484.66,3.4
txn_1486,user_2650,mech_179,Battery Change,2024-07-31 17:06:54,54,1625.3,4.7
txn_1487,user_111,mech_275,Tire Replacement,2024-04-19 17:06:54,75,3904.97,4.0
txn_1488,user_1082,mech_335,Wheel Alignment,2024-04-14 17:06:54,51,3070.85,4.1
txn_1489,user_2498,mech_443,Wheel Alignment,2024-08-30 17:06:54,130,4215.26,4.8
txn_1490,user_2700,mech_56,Brake Repair,2025-01-22 17:06:54,39,2342.29,4.4
txn_1491,user_530,mech_263,Battery Change,2024-12-23 17:06:54,126,1008.68,4.4
txn_1492,user_4,mech_50,Wheel Alignment,2024-11-14 17:06:54,87,2320.09,3.3
txn_1493,user_1699,mech_165,Wheel Alignment,2024-06-03 17:06:54,113,1705.04,4.0
txn_1494,user_597,mech_201,General Service,2024-09-30 17:06:54,174,2156.64,3.1
txn_1495,user_2124,mech_16,Wheel Alignment,2024-12-04 17:06:54,59,928.11,3.1
txn_1496,user_1048,mech_131,General Service,2024-12-06 17:06:54,70,2823.04,4.2
txn_1497,user_1436,mech_326,Battery Change,2024-07-14 17:06:54,160,1479.29,3.5
txn_1498,user_1358,mech_384,Wheel Alignment,2025-03-10 17:06:54,79,2233.41,3.8
txn_1499,user_2261,mech_5,Engine Repair,2025-01-14 17:06:54,159,3421.53,3.1
txn_1500,user_2344,mech_77,Engine Repair,2024-10-05 17:06:54,165,4696.16,3.4
txn_1501,user_765,mech_179,Tire Replacement,2024-10-16 17:06:54,102,2071.11,3.1
txn_1502,user_1520,mech_473,Brake Repair,2024-12-29 17:06:54,51,1700.08,4.1
txn_1503,user_2884,mech_67,Transmission Repair,2024-04-03 17:06:54,130,4318.77,4.0
txn_1504,user_1310,mech_356,Wheel Alignment,2024-10-23 17:06:54,70,2407.62,4.0
txn_1505,user_1893,mech_462,AC Service,2024-07-16 17:06:54,134,1639.23,4.7
txn_1506,user_1086,mech_283,Engine Repair,2025-02-23 17:06:54,90,859.08,3.0
txn_1507,user_341,mech_98,Wheel Alignment,2024-08-04 17:06:54,148,3133.05,4.6
txn_1508,user_702,mech_464,General Service,2024-06-21 17:06:54,78,3701.73,3.2
txn_1509,user_1543,mech_71,Suspension Fix,2024-06-10 17:06:54,175,1065.48,4.8
txn_1510,user_291,mech_436,Wheel Alignment,2025-01-08 17:06:54,57,4886.81,3.1
txn_1511,user_1260,mech_470,General Service,2024-07-11 17:06:54,94,2434.73,4.5
txn_1512,user_1176,mech_96,General Service,2024-05-28 17:06:54,64,4471.6,4.0
txn_1513,user_1352,mech_84,Tire Replacement,2024-04-25 17:06:54,57,2983.51,4.5
txn_1514,user_2325,mech_341,Engine Repair,2024-04-21 17:06:54,149,627.69,3.8
txn_1515,user_2195,mech_337,Suspension Fix,2024-08-13 17:06:54,119,3985.89,4.8
txn_1516,user_1352,mech_16,General Service,2025-03-06 17:06:54,72,1975.52,3.8
txn_1517,user_541,mech_385,Transmission Repair,2024-10-08 17:06:54,119,4687.15,3.1
txn_1518,user_831,mech_385,Suspension Fix,2024-12-29 17:06:54,116,2975.72,3.6
txn_1519,user_2576,mech_225,Suspension Fix,2024-11-21 17:06:54,128,3911.92,4.3
txn_1520,user_415,mech_446,Engine Repair,2024-09-22 17:06:54,144,1259.47,3.6
txn_1521,user_2435,mech_62,Oil Change,2025-02-13 17:06:54,130,4938.64,4.6
txn_1522,user_1440,mech_200,Engine Repair,2024-07-12 17:06:54,167,1683.72,4.6
txn_1523,user_2679,mech_379,Engine Repair,2024-04-15 17:06:54,139,4049.3,4.7
txn_1524,user_1259,mech_362,Tire Replacement,2024-10-30 17:06:54,137,2394.48,3.7
txn_1525,user_2594,mech_266,Battery Change,2024-05-15 17:06:54,170,3224.76,4.5
txn_1526,user_1823,mech_472,Oil Change,2024-04-01 17:06:54,75,2198.57,3.5
txn_1527,user_707,mech_481,Suspension Fix,2025-03-21 17:06:54,155,4624.4,4.5
txn_1528,user_206,mech_59,Tire Replacement,2024-11-02 17:06:54,37,2850.22,3.2
txn_1529,user_2593,mech_388,Wheel Alignment,2024-05-21 17:06:54,32,1967.26,3.7
txn_1530,user_2859,mech_127,Battery Change,2025-01-11 17:06:54,42,1112.11,3.8
txn_1531,user_465,mech_369,Brake Repair,2024-08-21 17:06:54,136,4551.58,4.3
txn_1532,user_1791,mech_54,Wheel Alignment,2024-08-24 17:06:54,147,3113.86,3.8
txn_1533,user_2100,mech_185,Wheel Alignment,2025-02-02 17:06:54,39,2913.3,3.4
txn_1534,user_1762,mech_354,Oil Change,2024-09-11 17:06:54,77,3494.09,4.2
txn_1535,user_1056,mech_217,Wheel Alignment,2025-02-04 17:06:54,35,4872.05,4.9
txn_1536,user_1870,mech_487,Battery Change,2025-01-10 17:06:54,93,3981.12,3.6
txn_1537,user_1057,mech_266,Suspension Fix,2025-03-02 17:06:54,147,3873.33,4.0
txn_1538,user_1590,mech_277,Tire Replacement,2024-11-30 17:06:54,84,1693.73,3.4
txn_1539,user_1205,mech_345,Battery Change,2024-03-25 17:06:54,130,991.66,4.3
txn_1540,user_150,mech_296,General Service,2024-09-17 17:06:54,131,4428.44,4.2
txn_1541,user_1524,mech_31,Engine Repair,2024-09-30 17:06:54,143,4329.26,3.6
txn_1542,user_1565,mech_218,Suspension Fix,2024-11-16 17:06:54,131,3007.96,4.3
txn_1543,user_2210,mech_465,Suspension Fix,2024-08-03 17:06:54,47,4727.0,4.7
txn_1544,user_1053,mech_75,General Service,2024-08-26 17:06:54,161,2983.39,4.6
txn_1545,user_2895,mech_299,Oil Change,2024-12-15 17:06:54,74,776.22,3.2
txn_1546,user_2118,mech_456,Oil Change,2024-12-23 17:06:54,60,3905.09,4.8
txn_1547,user_2371,mech_486,AC Service,2024-08-21 17:06:54,36,1392.04,4.6
txn_1548,user_487,mech_4,Battery Change,2025-01-03 17:06:54,121,619.67,4.3
txn_1549,user_1875,mech_153,Tire Replacement,2025-02-06 17:06:54,82,1269.5,3.3
txn_1550,user_2653,mech_430,Suspension Fix,2024-11-03 17:06:54,149,4537.12,3.8
txn_1551,user_2959,mech_329,Wheel Alignment,2024-10-08 17:06:54,119,3871.71,3.0
txn_1552,user_1558,mech_282,AC Service,2024-10-22 17:06:54,98,4129.72,4.7
txn_1553,user_2441,mech_486,Oil Change,2024-05-08 17:06:54,105,3258.02,3.2
txn_1554,user_27,mech_216,Engine Repair,2024-06-04 17:06:54,104,772.61,4.0
txn_1555,user_741,mech_156,Oil Change,2024-10-15 17:06:54,168,2793.67,4.1
txn_1556,user_2475,mech_31,Tire Replacement,2024-12-18 17:06:54,35,3947.54,4.9
txn_1557,user_1432,mech_38,Suspension Fix,2024-04-11 17:06:54,137,2298.09,4.9
txn_1558,user_772,mech_150,Oil Change,2024-04-06 17:06:54,69,1950.37,4.2
txn_1559,user_310,mech_379,Brake Repair,2025-01-20 17:06:54,32,4618.59,5.0
txn_1560,user_1821,mech_84,Battery Change,2024-10-27 17:06:54,32,3284.6,4.2
txn_1561,user_627,mech_428,Brake Repair,2024-08-14 17:06:54,47,3839.71,4.8
txn_1562,user_1249,mech_18,Suspension Fix,2024-10-18 17:06:54,175,1365.8,5.0
txn_1563,user_1623,mech_29,Transmission Repair,2024-04-02 17:06:54,94,2353.34,3.9
txn_1564,user_1404,mech_445,Oil Change,2024-05-13 17:06:54,94,2336.97,3.4
txn_1565,user_1643,mech_78,AC Service,2024-07-13 17:06:54,149,1663.02,3.8
txn_1566,user_2988,mech_446,Tire Replacement,2024-12-29 17:06:54,100,933.42,3.2
txn_1567,user_789,mech_462,Transmission Repair,2024-09-13 17:06:54,108,1492.91,5.0
txn_1568,user_1293,mech_490,AC Service,2024-12-11 17:06:54,113,2034.6,3.8
txn_1569,user_1172,mech_296,Engine Repair,2025-03-08 17:06:54,87,3129.02,3.0
txn_1570,user_879,mech_193,General Service,2024-11-18 17:06:54,101,1266.36,4.2
txn_1571,user_724,mech_43,Brake Repair,2025-01-30 17:06:54,137,3367.66,4.3
txn_1572,user_1593,mech_491,General Service,2024-05-25 17:06:54,37,4994.1,4.7
txn_1573,user_92,mech_71,Battery Change,2024-08-31 17:06:54,108,3076.32,3.9
txn_1574,user_2573,mech_164,Wheel Alignment,2024-07-14 17:06:54,158,3759.85,4.3
txn_1575,user_1093,mech_5,Battery Change,2025-03-09 17:06:54,55,3137.38,4.3
txn_1576,user_760,mech_330,Brake Repair,2025-01-20 17:06:54,158,3900.93,4.2
txn_1577,user_2661,mech_429,Tire Replacement,2025-01-21 17:06:54,47,3601.34,3.6
txn_1578,user_2637,mech_252,Transmission Repair,2024-05-19 17:06:54,40,4538.4,3.3
txn_1579,user_2975,mech_313,Tire Replacement,2025-03-18 17:06:54,100,4793.67,4.8
txn_1580,user_2068,mech_495,Suspension Fix,2024-03-28 17:06:54,46,653.6,4.3
txn_1581,user_1247,mech_79,AC Service,2025-03-03 17:06:54,172,4535.73,4.7
txn_1582,user_2213,mech_327,AC Service,2024-04-17 17:06:54,48,772.68,3.4
txn_1583,user_2850,mech_240,Transmission Repair,2024-08-31 17:06:54,91,1478.84,4.4
txn_1584,user_1314,mech_400,Engine Repair,2024-11-05 17:06:54,101,3269.06,3.4
txn_1585,user_1828,mech_402,Suspension Fix,2024-03-24 17:06:54,75,1100.53,4.6
txn_1586,user_2623,mech_480,Suspension Fix,2024-06-07 17:06:54,100,2270.32,3.9
txn_1587,user_2241,mech_201,Battery Change,2024-08-09 17:06:54,36,1286.65,4.9
txn_1588,user_335,mech_361,Transmission Repair,2024-05-08 17:06:54,58,3943.0,4.5
txn_1589,user_2631,mech_141,Transmission Repair,2024-09-15 17:06:54,143,2292.02,3.2
txn_1590,user_1445,mech_204,Engine Repair,2024-06-10 17:06:54,157,4655.93,3.5
txn_1591,user_2260,mech_285,Oil Change,2024-07-25 17:06:54,164,2493.17,3.5
txn_1592,user_6,mech_205,Battery Change,2024-06-13 17:06:54,53,2473.68,3.3
txn_1593,user_477,mech_79,Wheel Alignment,2024-09-14 17:06:54,113,4708.71,4.0
txn_1594,user_2881,mech_68,AC Service,2025-02-15 17:06:54,146,3241.21,4.0
txn_1595,user_918,mech_342,Suspension Fix,2024-11-22 17:06:54,107,1589.45,4.2
txn_1596,user_482,mech_183,Battery Change,2024-08-23 17:06:54,39,1309.18,3.7
txn_1597,user_748,mech_56,AC Service,2024-04-25 17:06:54,106,4436.69,4.2
txn_1598,user_1751,mech_112,Tire Replacement,2024-05-25 17:06:54,161,4018.94,4.3
txn_1599,user_120,mech_223,Wheel Alignment,2024-05-30 17:06:54,84,2082.46,4.8
txn_1600,user_2000,mech_340,Transmission Repair,2024-08-29 17:06:54,135,617.53,3.5
txn_1601,user_1238,mech_442,AC Service,2025-02-01 17:06:54,57,735.11,3.3
txn_1602,user_2931,mech_143,Suspension Fix,2024-10-01 17:06:54,70,1962.64,4.5
txn_1603,user_1045,mech_238,Wheel Alignment,2024-07-11 17:06:54,89,3736.51,3.4
txn_1604,user_710,mech_235,General Service,2024-05-11 17:06:54,54,1163.56,3.2
txn_1605,user_1005,mech_86,General Service,2024-10-05 17:06:54,171,4517.93,4.3
txn_1606,user_736,mech_373,Oil Change,2025-02-02 17:06:54,48,1198.05,4.1
txn_1607,user_2556,mech_353,Suspension Fix,2024-08-27 17:06:54,95,4011.19,4.5
txn_1608,user_7,mech_41,Oil Change,2025-01-15 17:06:54,66,3561.31,3.2
txn_1609,user_1100,mech_245,Engine Repair,2024-12-24 17:06:54,56,1919.86,4.5
txn_1610,user_2757,mech_26,Battery Change,2025-02-06 17:06:54,147,1475.18,3.7
txn_1611,user_724,mech_215,Battery Change,2024-12-29 17:06:54,89,4853.45,3.9
txn_1612,user_621,mech_228,Oil Change,2025-03-14 17:06:54,126,3651.37,3.8
txn_1613,user_1300,mech_62,Suspension Fix,2024-08-17 17:06:54,131,4771.41,4.6
txn_1614,user_1901,mech_24,Wheel Alignment,2024-11-29 17:06:54,69,2683.25,4.9
txn_1615,user_1914,mech_149,Oil Change,2024-08-01 17:06:54,129,2167.4,4.4
txn_1616,user_885,mech_247,Brake Repair,2024-06-24 17:06:54,127,3993.63,5.0
txn_1617,user_1323,mech_206,Battery Change,2025-01-28 17:06:54,41,984.56,3.1
txn_1618,user_323,mech_25,Battery Change,2024-12-26 17:06:54,126,4725.75,3.7
txn_1619,user_2638,mech_117,Oil Change,2024-08-28 17:06:54,167,2938.42,3.4
txn_1620,user_2864,mech_496,Brake Repair,2024-11-10 17:06:54,53,3255.16,4.5
txn_1621,user_2788,mech_13,Wheel Alignment,2024-05-01 17:06:54,156,3675.5,4.1
txn_1622,user_2423,mech_85,Battery Change,2024-12-13 17:06:54,159,1733.07,3.5
txn_1623,user_2249,mech_343,Suspension Fix,2024-11-30 17:06:54,152,1073.41,4.2
txn_1624,user_44,mech_433,AC Service,2024-12-08 17:06:54,89,2567.91,3.1
txn_1625,user_819,mech_58,AC Service,2024-07-28 17:06:54,132,4108.28,3.9
txn_1626,user_2427,mech_6,Engine Repair,2024-12-21 17:06:54,61,956.27,3.0
txn_1627,user_1313,mech_356,Battery Change,2024-07-25 17:06:54,146,3577.65,3.1
txn_1628,user_2436,mech_52,Suspension Fix,2024-08-25 17:06:54,71,1964.3,3.8
txn_1629,user_2411,mech_209,Wheel Alignment,2024-08-08 17:06:54,161,4665.9,4.3
txn_1630,user_2469,mech_160,Wheel Alignment,2025-01-16 17:06:54,89,3433.07,3.0
txn_1631,user_1563,mech_107,Suspension Fix,2024-11-17 17:06:54,145,3063.75,4.4
txn_1632,user_1435,mech_100,Oil Change,2024-10-23 17:06:54,114,4435.44,4.7
txn_1633,user_79,mech_358,Engine Repair,2025-01-28 17:06:54,39,2134.07,3.8
txn_1634,user_2675,mech_415,Engine Repair,2024-05-25 17:06:54,167,1894.27,3.7
txn_1635,user_496,mech_429,Brake Repair,2025-02-26 17:06:54,48,3778.67,4.3
txn_1636,user_131,mech_16,Suspension Fix,2024-10-05 17:06:54,72,4457.47,4.9
txn_1637,user_1736,mech_49,AC Service,2024-10-12 17:06:54,84,3471.37,3.7
txn_1638,user_2649,mech_324,AC Service,2024-07-03 17:06:54,56,717.23,3.6
txn_1639,user_2985,mech_337,Transmission Repair,2025-03-14 17:06:54,126,2638.49,4.3
txn_1640,user_109,mech_25,Wheel Alignment,2024-04-23 17:06:54,158,1494.49,4.2
txn_1641,user_2063,mech_308,Tire Replacement,2024-04-02 17:06:54,99,3031.39,3.9
txn_1642,user_550,mech_345,Engine Repair,2024-11-14 17:06:54,102,4866.48,4.2
txn_1643,user_2821,mech_53,Transmission Repair,2024-04-19 17:06:54,57,1143.49,4.6
txn_1644,user_1770,mech_321,Brake Repair,2024-04-12 17:06:54,149,3661.03,3.4
txn_1645,user_296,mech_274,Wheel Alignment,2024-11-03 17:06:54,64,4266.96,4.8
txn_1646,user_1346,mech_152,General Service,2024-12-02 17:06:54,148,3058.67,3.5
txn_1647,user_763,mech_334,Transmission Repair,2024-06-15 17:06:54,160,3590.0,4.9
txn_1648,user_2513,mech_160,Engine Repair,2024-09-17 17:06:54,163,2590.0,3.5
txn_1649,user_1604,mech_326,Battery Change,2024-11-22 17:06:54,65,1130.4,4.2
txn_1650,user_1241,mech_383,General Service,2024-05-17 17:06:54,99,3777.34,3.2
txn_1651,user_2150,mech_73,Transmission Repair,2024-07-01 17:06:54,48,2404.75,3.8
txn_1652,user_2436,mech_488,Engine Repair,2024-05-20 17:06:54,44,2854.77,5.0
txn_1653,user_452,mech_263,Transmission Repair,2024-08-18 17:06:54,137,4338.37,4.1
txn_1654,user_45,mech_111,AC Service,2024-10-25 17:06:54,179,4263.73,4.2
txn_1655,user_926,mech_485,Tire Replacement,2024-05-10 17:06:54,127,3851.46,4.5
txn_1656,user_292,mech_395,Engine Repair,2024-11-28 17:06:54,143,3858.19,3.1
txn_1657,user_2309,mech_456,Suspension Fix,2024-10-10 17:06:54,40,4017.89,4.3
txn_1658,user_1402,mech_422,Suspension Fix,2024-06-27 17:06:54,98,1791.29,3.7
txn_1659,user_573,mech_450,Brake Repair,2025-01-16 17:06:54,69,4176.14,3.8
txn_1660,user_1367,mech_50,Engine Repair,2025-01-03 17:06:54,70,1679.56,4.4
txn_1661,user_2780,mech_160,Wheel Alignment,2024-11-30 17:06:54,161,905.89,3.6
txn_1662,user_597,mech_9,Tire Replacement,2024-04-15 17:06:54,34,3534.94,4.8
txn_1663,user_16,mech_93,Tire Replacement,2024-12-10 17:06:54,150,3333.23,3.3
txn_1664,user_612,mech_330,Tire Replacement,2024-08-04 17:06:54,86,1761.17,4.6
txn_1665,user_2026,mech_180,AC Service,2024-08-17 17:06:54,124,682.59,4.5
txn_1666,user_1847,mech_340,Battery Change,2024-08-06 17:06:54,65,3530.55,5.0
txn_1667,user_2182,mech_299,Brake Repair,2024-12-20 17:06:54,161,4908.47,4.2
txn_1668,user_158,mech_22,Battery Change,2025-01-25 17:06:54,56,537.47,3.2
txn_1669,user_988,mech_268,Battery Change,2025-02-16 17:06:54,179,2438.38,4.1
txn_1670,user_1884,mech_322,AC Service,2024-11-16 17:06:54,128,3258.66,4.1
txn_1671,user_393,mech_349,Wheel Alignment,2024-03-26 17:06:54,112,3127.66,4.1
txn_1672,user_2090,mech_123,Battery Change,2024-07-13 17:06:54,130,1941.05,3.8
txn_1673,user_1367,mech_240,Brake Repair,2024-11-13 17:06:54,171,675.36,3.3
txn_1674,user_2819,mech_470,Transmission Repair,2024-08-01 17:06:54,70,645.47,3.5
txn_1675,user_1915,mech_69,Oil Change,2025-01-06 17:06:54,179,4072.43,4.5
txn_1676,user_2384,mech_448,AC Service,2024-12-16 17:06:54,118,2340.13,3.7
txn_1677,user_947,mech_392,Brake Repair,2024-06-21 17:06:54,178,4297.15,4.3
txn_1678,user_1085,mech_422,Brake Repair,2024-06-20 17:06:54,159,1338.89,4.9
txn_1679,user_1202,mech_342,Wheel Alignment,2024-12-05 17:06:54,84,1357.0,3.8
txn_1680,user_1575,mech_388,AC Service,2025-03-07 17:06:54,44,3802.92,3.3
txn_1681,user_2121,mech_248,Wheel Alignment,2024-07-16 17:06:54,55,3266.35,3.6
txn_1682,user_204,mech_465,Engine Repair,2024-10-30 17:06:54,121,1096.25,3.3
txn_1683,user_272,mech_190,Battery Change,2024-05-09 17:06:54,171,1300.94,4.1
txn_1684,user_895,mech_17,General Service,2025-01-08 17:06:54,160,553.78,4.9
txn_1685,user_233,mech_33,Battery Change,2024-06-21 17:06:54,103,1088.72,4.9
txn_1686,user_1277,mech_496,Transmission Repair,2025-02-08 17:06:54,51,4733.37,3.9
txn_1687,user_1719,mech_39,Oil Change,2025-02-06 17:06:54,133,691.49,3.5
txn_1688,user_514,mech_245,AC Service,2025-02-19 17:06:54,136,4429.45,5.0
